"word","length","n_synsets","n_synonyms","n_consonants","n_vowels","n_hypernyms","n_hyponyms","n_consonantconjuncts","n_syllables","frequency","label","avg_simplicity_rank"
"संतति",0.666666666666667,1,1,0.5,1,0.723076923076923,0.24202626641651,0,1,0.019668196271492,0,3.3
"फिर्क",0.666666666666667,0.333333333333333,0.189655172413793,0.5,1,0.292307692307692,0.399624765478424,1,0,5.24282766166561E-05,0,3.44444444444444
"बैंड",0.333333333333333,0.333333333333333,0.206896551724138,0,1,0.646153846153846,0,0,0,0.040008600422577,0,4.85714285714286
"बैण्ड",0.666666666666667,0.333333333333333,0.206896551724138,0.5,1,0.646153846153846,0,1,0,0.001773823358864,0,4
"बैन्ड",0.666666666666667,0.333333333333333,0.206896551724138,0.5,1,0.646153846153846,0,1,0,0.000214082129518,0,4.57142857142857
"गढ़",0,0.363636363636364,0.112903225806452,0,0,0.526315789473684,0.176470588235294,0,0,0.443074943074943,0,3.66666666666667
"अड्डा",0.5,0.636363636363636,0.483870967741936,0,1,0.663157894736842,0.666666666666667,0.5,1,0.073493905501796,0,5
"केंद्र",0.75,1,1,0.5,1,1,1,0.5,1,0.811804668866993,0,3.66666666666667
"समझौता",0.285714285714286,1,1,0.333333333333333,0.25,0.296296296296296,1,0,1,0.461613004360755,0,4.54545454545455
"सुलह",0,0.5,0.153846153846154,0,0,0.222222222222222,0.611111111111111,0,0,0.028734430964212,0,3.66666666666667
"कॉन्ट्रैक्ट",1,1,0.846153846153846,1,1,1,0.222222222222222,1,0,0.020316094907356,0,4.375
"कान्ट्रैक्ट",1,1,0.846153846153846,1,1,1,0.222222222222222,1,0,0.000619771046594,0,4.25
"भूमिका",0.444444444444444,0.428571428571429,0.578231292517007,0.333333333333333,0.5,0.333333333333333,0,0,0.5,0.846363966581911,0,4.66666666666667
"प्रस्तावना",0.888888888888889,0,0.027210884353742,0.833333333333333,0.75,0.019607843137255,0,1,0.75,0.016082177989387,0,4
"आमुख",0.222222222222222,0,0.027210884353742,0.166666666666667,0.25,0.019607843137255,0,0,0.25,0.002553642217421,0,3.5
"पृथ्वी",0.444444444444444,0.428571428571429,0.843537414965986,0.333333333333333,0.5,0.647058823529412,0,0.5,0.25,0.212604431529241,0,4.5
"भू",0,0.142857142857143,0.714285714285714,0,0,0.156862745098039,0,0,0,0.115728296403923,0,4.5
"वसुंधरा",0.555555555555556,0.142857142857143,0.714285714285714,0.5,0.5,0.156862745098039,0,0,0.5,0.070882673447149,0,3.5
"वसुन्धरा",0.666666666666667,0.142857142857143,0.714285714285714,0.666666666666667,0.5,0.156862745098039,0,0.5,0.5,0.005917181256811,0,4
"वसुधा",0.333333333333333,0.142857142857143,0.714285714285714,0.333333333333333,0.25,0.156862745098039,0,0,0.5,0.008154740283327,0,3.5
"धरणी",0.222222222222222,0.142857142857143,0.714285714285714,0.333333333333333,0,0.156862745098039,0,0,0.25,2.90592081365783E-05,0,3.5
"अवनि",0.222222222222222,0.142857142857143,0.714285714285714,0.166666666666667,0.25,0.156862745098039,0,0,0.25,0.002916818016709,0,4.5
"उर्वि",0.333333333333333,0.142857142857143,0.714285714285714,0.166666666666667,0.5,0.156862745098039,0,0.5,0.25,3.63240101707229E-05,0,3.5
"रत्नगर्भा",0.777777777777778,0.142857142857143,0.714285714285714,0.833333333333333,0.5,0.156862745098039,0,1,0.75,0.000450417726117,0,3.5
"महि",0.111111111111111,0.142857142857143,0.714285714285714,0.166666666666667,0,0.156862745098039,0,0,0,0.006952415546676,0,4
"मही",0.111111111111111,0.142857142857143,0.714285714285714,0.166666666666667,0,0.156862745098039,0,0,0,0.009157282964039,0,4.5
"अदिति",0.333333333333333,0.285714285714286,0.727891156462585,0.166666666666667,0.5,0.235294117647059,0,0,0.5,0.026022520886306,0,4
"अपारा",0.333333333333333,0.142857142857143,0.714285714285714,0.166666666666667,0.5,0.156862745098039,0,0,0.5,0.000406828913912,0,4
"रेणुका",0.444444444444444,1,1,0.333333333333333,0.5,1,1,0,0.5,0.041281023835438,0,4
"भूमंडल",0.444444444444444,0,0.482993197278912,0.5,0.25,0,0,0,0.5,0.001765346894297,0,3.5
"भूमण्डल",0.555555555555556,0,0.482993197278912,0.666666666666667,0.25,0,0,0.5,0.5,0.000791863421722,0,4
"पृथिवीमंडल",0.888888888888889,0,0.482993197278912,0.833333333333333,0.75,0,0,0,1,0,0,3.5
"अवनी",0.222222222222222,0.142857142857143,0.714285714285714,0.166666666666667,0.25,0.156862745098039,0,0,0.25,0.002916818016709,0,3.5
"विपुला",0.444444444444444,0.428571428571429,0.727891156462585,0.333333333333333,0.5,0.568627450980392,0,0,0.5,0.000308754086451,0,4
"देवयजनी",0.555555555555556,0,0.482993197278912,0.666666666666667,0.25,0,0,0,0.75,0,0,3.5
"विश्वम्भरा",0.888888888888889,0,0.482993197278912,0.833333333333333,0.75,0,0,1,0.5,0.000348710497639,0,3.5
"प्रथी",0.333333333333333,0.142857142857143,0.714285714285714,0.333333333333333,0.25,0.156862745098039,0,0.5,0.25,0,0,3.5
"विश्वगंधा",0.777777777777778,0,0.482993197278912,0.666666666666667,0.75,0,0,0.5,0.75,0,0,3.5
"रेनुका",0.444444444444444,1,1,0.333333333333333,0.5,1,1,0,0.5,0.001901265821644,0,4.5
"मेदिनी",0.444444444444444,0.142857142857143,0.564625850340136,0.333333333333333,0.5,0.392156862745098,0,0,0.5,0.000555757355612,0,3.5
"मला",0.111111111111111,0.428571428571429,0.850340136054422,0.166666666666667,0,0.745098039215686,0,0,0,0.006401045750527,0,3.83333333333333
"प्रियदत्ता",0.888888888888889,0,0.482993197278912,0.833333333333333,0.75,0,0,1,1,0,0,3.5
"भूतधात्री",0.777777777777778,0,0.482993197278912,0.666666666666667,0.75,0,0,0.5,0.75,1.45296040682891E-05,0,3.5
"आदिमा",0.333333333333333,0,0.482993197278912,0.166666666666667,0.5,0,0,0,0.5,3.26916091536506E-05,0,4
"भूयण",0.222222222222222,0,0.482993197278912,0.333333333333333,0,0,0,0,0.25,0,0,3.5
"इल",0,0.142857142857143,0.510204081632653,0,0,0.03921568627451,0,0,0,0.011293134762078,0,4
"यला",0.111111111111111,0,0.482993197278912,0.166666666666667,0,0,0,0,0,4.35888122048674E-05,0,4
"उदधिमेखला",0.777777777777778,0,0.482993197278912,0.666666666666667,0.75,0,0,0,1,0,0,3.5
"मुँह",0.333333333333333,0.777777777777778,0.303571428571428,0,0.666666666666667,0.515151515151515,0.085603112840467,0,0,0.852736956421276,0,5
"मुख",0,0.666666666666667,0.25,0,0.333333333333333,0.363636363636364,0.085603112840467,0,0,0.164072970100282,0,5
"अवारी",0.666666666666667,0.555555555555556,0.482142857142857,0,1,0.444444444444444,0.459143968871595,0,1,0.000345133362575,0,3.71428571428571
"आस्य",0.333333333333333,0.222222222222222,0.169642857142857,0,0.666666666666667,0.060606060606061,0.070038910505837,0.5,0.5,2.88830352604094E-05,0,3.5
"चेहरा",0.666666666666667,0.444444444444444,0.321428571428571,0.5,0.666666666666667,0.363636363636364,1,0,0.5,0.683617251474394,0,5
"शक्ल",0.333333333333333,0.222222222222222,0.357142857142857,0.5,0.333333333333333,0.232323232323232,0.256809338521401,0.5,0,0.057179137410968,0,4.71428571428571
"शकल",0,0.777777777777778,1,0.5,0,1,0.284046692607004,0,0.5,0.004842853435393,0,4.85714285714286
"आनन",0,0,0.053571428571429,0,0.333333333333333,0,0,0,0.5,0.077758907528074,0,4
"मुखड़ा",1,0.111111111111111,0.0625,0.5,1,0.02020202020202,0,0,0.5,0.015989648320163,0,5
"वदन",0,0,0.053571428571429,0.5,0,0,0,0,0.5,0.00213734460927,0,3.5
"रुख़",0.333333333333333,0.777777777777778,0.383928571428571,0,0.666666666666667,0.393939393939394,0.22568093385214,0,0,0.000143363746964,0,3.4
"रुख",0,1,0.571428571428571,0,0.333333333333333,0.424242424242424,0.24124513618677,0,0,0.539408752834393,0,4.2
"भड़का",0.4,0,0,0,0.5,0,0,0,0.5,0.046785515520368,0,4.5
"अर्णव",0.4,1,1,0,0.5,1,1,0.5,0.5,0.013363393901251,0,3.875
"पदार्थ",0.333333333333333,1,0.289156626506024,0.5,0.2,0.596153846153846,0.745215311004785,0.333333333333333,0.333333333333333,0.283310933961743,0,4.5
"वस्तु",0.222222222222222,0.5,0.132530120481928,0.25,0.2,0.307692307692308,1,0.333333333333333,0.333333333333333,0.347342452639137,0,4.5
"चीज",0,0.5,0.132530120481928,0,0,0.307692307692308,1,0,0,0.597717105142037,0,4.5
"चीज़",0.111111111111111,0.75,0.144578313253012,0,0.2,0.653846153846154,1,0,0,0.209602886757369,0,4.5
"सामान",0.222222222222222,0.25,0.265060240963855,0.25,0.2,0.057692307692308,0.188995215311005,0,0.333333333333333,0.508065614816724,0,5
"सामग्री",0.444444444444444,0,0.060240963855422,0.5,0.4,0,0.186602870813397,0.333333333333333,0.666666666666667,0.408004860356794,0,3.5
"मटीरियल",0.444444444444444,0,0.060240963855422,0.75,0.2,0,0.186602870813397,0,1,0.004484783769354,0,4.5
"मटेरियल",0.444444444444444,0,0.060240963855422,0.75,0.2,0,0.186602870813397,0,1,0.011038901264797,0,4.5
"मैटीरियल",0.555555555555556,0,0.060240963855422,0.75,0.4,0,0.186602870813397,0,1,0.00495977318335,0,3.5
"विषय",0.111111111111111,1,1,0.25,0,1,0.046650717703349,0,0.333333333333333,0.619282387905505,0,5
"राष्ट्र",1,0.333333333333333,0.25,1,1,0.375,1,1,1,0.08781414455712,0,4.5
"देश",0,1,1,0,0.333333333333333,1,1,0,0,1,0,5
"मुल्क",0.5,0.333333333333333,0.5,0.5,0.666666666666667,0.583333333333333,0,0.5,0,0.018266595245718,0,4.5
"वतन",0,0,0,0.5,0,0,0,0,1,0.008536891950854,0,4.5
"देस",0,0,0,0,0.333333333333333,0,0,0,0,0.00411256287858,0,4.5
"मौजूदा",0,1,1,0,0.333333333333333,0,0,0,0,0.471689116225714,0,3.9
"वर्तमान",0.2,0.25,0.214285714285714,0.666666666666667,0,1,1,0.5,0,1,0,3.57142857142857
"आधुनिक",0,0.25,0.857142857142857,0,0.333333333333333,0,0,0,0,0.288533220893802,0,3.33333333333333
"अद्यतन",0,0,0.392857142857143,0.333333333333333,0,0,0,0.5,0,0.090120112200619,0,3.2
"अर्वाचीन",0.4,0,0.392857142857143,0.333333333333333,0.666666666666667,0,0,0.5,0,0.002571264174918,0,3.2
"अधुनातन",0.2,0,0.392857142857143,0.333333333333333,0.333333333333333,0,0,0,0.5,0.00251732156985,0,3.4
"अपूर्वकालीन",1,0,0.392857142857143,1,1,0,0,0.5,1,0,0,3.2
"अपुराण",0,0,0.392857142857143,0,0.333333333333333,0,0,0,0,5.99362278535638E-06,0,3.2
"सामयिक",0,0.5,0.357142857142857,0.333333333333333,0,0,0,0,0,0.518178657907986,0,4
"हालिया",0,0,0.035714285714286,0,0.333333333333333,0,0,0,0,0.068471146699911,0,4.66666666666667
"वज्र",0.5,1,1,0.666666666666667,0,1,0.416666666666667,1,1,0.016057329227517,0,4
"गिराव",0.285714285714286,0.285714285714286,0.233333333333333,0.333333333333333,0.4,0.018867924528302,0.001960784313725,0,0.333333333333333,0.003861145871287,0,3.66666666666667
"च्युति",0.428571428571429,0,0.05,0.333333333333333,0.6,0,0,0.5,0.666666666666667,0.001940035273369,0,3.5
"आपात",0.142857142857143,0.428571428571429,0.108333333333333,0,0.4,0.09433962264151,0.001960784313725,0,0.333333333333333,0.587830687830688,0,4.5
"निपात",0.285714285714286,0.714285714285714,1,0.333333333333333,0.4,0.481132075471698,0.046078431372549,0,0.333333333333333,0.005010815913427,0,3.28571428571429
"विकार",0.285714285714286,0.571428571428571,0.383333333333333,0.333333333333333,0.4,0.433962264150943,0.212745098039216,0,0.333333333333333,0.175776442035155,0,4.2
"विकृति",0.428571428571429,1,0.6,0.333333333333333,0.6,0.594339622641509,1,0,0.666666666666667,0.07450558138973,0,3.33333333333333
"बिगाड़",0.428571428571429,0.428571428571429,0.583333333333333,0.333333333333333,0.6,0.30188679245283,0.07156862745098,0,0.333333333333333,0.00217212847985,0,4.625
"फसाद",0.142857142857143,0.285714285714286,0.608333333333333,0.333333333333333,0.2,0.226415094339623,0.074509803921569,0,0.333333333333333,0.051269096559249,0,4.4
"फ़साद",0.285714285714286,0.285714285714286,0.608333333333333,0.333333333333333,0.4,0.226415094339623,0.074509803921569,0,0.333333333333333,0.001085398059162,0,4.4
"खराबी",0.285714285714286,0.285714285714286,0.283333333333333,0.333333333333333,0.4,0.330188679245283,0.167647058823529,0,0.666666666666667,0.145825143795537,0,4.66666666666667
"कसर",0,0.285714285714286,0.116666666666667,0.333333333333333,0,0.216981132075472,0.022549019607843,0,0.333333333333333,0.280688343618637,0,4.6
"गिरावट",0.428571428571429,0,0,0.666666666666667,0.4,0,0,0,0.666666666666667,0.30157527885231,0,4
"घटाव",0.142857142857143,0.142857142857143,0.075,0.333333333333333,0.2,0.075471698113208,0,0,0.333333333333333,0.003476073254524,0,4
"उतार",0.142857142857143,0.142857142857143,0.158333333333333,0,0.4,0.132075471698113,0.002941176470588,0,0.333333333333333,0.563457498128962,0,4
"कमी",0,0.428571428571429,0.416666666666667,0,0.2,0.216981132075472,0.158823529411765,0,0,1,0,4.6
"न्यूनता",0.571428571428571,0.142857142857143,0.15,0.666666666666667,0.6,0.028301886792453,0.016666666666667,0.5,0.666666666666667,0.002840371141829,0,3.25
"नरमी",0.142857142857143,0.857142857142857,0.366666666666666,0.333333333333333,0.2,1,0.003921568627451,0,0.333333333333333,0.16103004292394,0,4
"नर्मी",0.285714285714286,0.857142857142857,0.366666666666666,0.333333333333333,0.4,1,0.003921568627451,0.5,0.333333333333333,0.014049766488083,0,3.85714285714286
"घटौती",0.285714285714286,0,0,0.333333333333333,0.4,0,0,0,0.666666666666667,4.50852562195111E-05,0,3.66666666666667
"खेदपूर्वक",1,1,0.306122448979592,1,0.5,1,0,1,1,0.003610108303249,0,4.5
"दुःख",0,1,1,0,0.25,0.352941176470588,1,0,0,0.515716217656268,0,4
"मलाल",0,0,0,0.25,0,0,0,0,0.333333333333333,0.071863809633822,0,5
"दिलगीरी",0.6,1,0.306122448979592,0.5,0.5,0.352941176470588,0,0,1,0.000451527585516,0,3.5
"मलोला",0.2,0,0,0.25,0.25,0,0,0,0.666666666666667,0,0,4.5
"आमनस्य",0.4,0,0,0.5,0.25,0,0,1,1,0,0,5
"उद्देश्य",1,0.142857142857143,0.069306930693069,0.666666666666667,1,0.139784946236559,0.003940886699507,1,0.666666666666667,0.083884460164702,0,4.21428571428571
"मंसा",0.2,0.428571428571429,1,0,0.5,0.290322580645161,0.075862068965517,0,0.333333333333333,0.00030922975179,0,3.45833333333333
"मंशा",0.2,0.142857142857143,0.900990099009901,0,0.5,0.172043010752688,0.075862068965517,0,0.333333333333333,0.018317420853904,0,3.95833333333333
"नीयत",0.2,0,0.04950495049505,0.333333333333333,0.25,0,0.003940886699507,0,0.333333333333333,0.009741755175593,0,4.14285714285714
"मकसद",0.2,0,0.04950495049505,0.666666666666667,0,0,0.003940886699507,0,0.666666666666667,0.036503413344743,0,4.28571428571429
"मक़सद",0.4,0,0.04950495049505,0.666666666666667,0.25,0,0.003940886699507,0,0.333333333333333,0,0,4
"कारण",0.2,0.142857142857143,0.277227722772277,0.333333333333333,0.25,0.172043010752688,0.006896551724138,0,0.333333333333333,0.878236054086688,0,4.83333333333333
"ध्येय",0.4,0,0.04950495049505,0.333333333333333,0.5,0,0.003940886699507,0.5,0.666666666666667,0.004491743946233,0,3.57142857142857
"हेतु",0.2,0.714285714285714,0.326732673267327,0,0.5,0.741935483870968,0.007881773399015,0,0.333333333333333,0.229226728047921,0,4.16666666666667
"प्रयोजन",0.8,0.142857142857143,0.247524752475247,1,0.5,0.086021505376344,0.027586206896552,0.5,1,0.009253753841773,0,3.3
"तुक",0,0.142857142857143,0.089108910891089,0,0.25,0.053763440860215,0.003940886699507,0,0,0.002602310028608,0,3.85714285714286
"नियत",0.2,0,0.04950495049505,0.333333333333333,0.25,0,0.003940886699507,0,0.333333333333333,0.023055546300249,0,4.26315789473684
"लक्ष्य",0.6,1,0.326732673267327,0.666666666666667,0.5,0.774193548387097,0.003940886699507,1,0.333333333333333,0.099575111475188,0,4.42857142857143
"साध्य",0.4,0,0.04950495049505,0.333333333333333,0.5,0,0.003940886699507,0.5,0.333333333333333,0.002535932048289,0,3.85714285714286
"मिशन",0.2,0.428571428571429,0.079207920792079,0.333333333333333,0.25,0.344086021505376,0.004926108374384,0,0.333333333333333,0.043697055471515,0,4.85714285714286
"आवश्यकता",1,0.285714285714286,0.168316831683168,1,0.75,0.193548387096774,0.016748768472906,0.5,1,0.110104315276915,0,4.4
"इष्ट",0.2,0.714285714285714,0.910891089108911,0,0.5,1,0.09064039408867,0.5,0,0.093479359823378,0,3.65
"अपदेश",0.4,1,0.871287128712871,0.333333333333333,0.5,0.849462365591398,0.030541871921182,0,0.666666666666667,1.24865434428102E-05,0,4
"वजह",0,0,0,0.333333333333333,0,0.075268817204301,0,0,0.333333333333333,0.376991403377058,0,4.83333333333333
"सबब",0,0,0,0.333333333333333,0,0.075268817204301,0,0,0.333333333333333,0.009650318121343,0,3.5
"बहाना",0.4,0.142857142857143,0.069306930693069,0.333333333333333,0.5,0.290322580645161,0,0,0.666666666666667,0.533373555572105,0,4.625
"कारक",0.2,0.142857142857143,0.00990099009901,0.333333333333333,0.25,0.182795698924731,0.025615763546798,0,0.333333333333333,0.023756951670917,0,4.16666666666667
"इल्लत",0.4,0.571428571428571,0.722772277227723,0.333333333333333,0.5,0.67741935483871,1,0.5,0.333333333333333,5.30370609736431E-05,0,3
"बाइस",0.2,0.142857142857143,0.059405940594059,0,0.5,0.118279569892473,0,0,0,0.001640423249326,0,4.5
"पीतल",0.333333333333333,0,0,0.5,0,0,0,0,0.333333333333333,0.043572719688543,0,4.33333333333333
"राजपत्नी",1,0.071428571428572,0.056179775280899,1,1,0.325,0.415730337078652,1,1,5.21412680756396E-05,0,4.33333333333333
"रेत्य",0.5,0,0,0.5,0.5,0,0,1,0.333333333333333,0,0,3.66666666666667
"आर",0,1,1,0,0,1,1,0,0,0.446691614102594,0,3.15384615384615
"अद्वितीय",0.555555555555556,0,0.424242424242424,0.4,0.75,0,0,0.333333333333333,0.5,0.115315765371966,0,3.51351351351351
"अनुपम",0.222222222222222,0,0.424242424242424,0.2,0.25,0,0,0,0.25,0.143874110153616,0,3.89189189189189
"अतुलनीय",0.444444444444444,0.25,0.464646464646465,0.4,0.5,0,0,0,0.75,0.018925107197869,0,3.75
"अनोखा",0.222222222222222,0.25,0.727272727272727,0,0.5,0,0,0,0.25,0.396628615890821,0,4.89473684210526
"असाधारण",0.444444444444444,0.5,0.565656565656566,0.4,0.5,0,0,0,0.5,0.055210390737193,0,4.67567567567568
"लाजवाब",0.333333333333333,0.25,0.484848484848485,0.4,0.25,0,0,0,0.25,0.083751717247409,0,4.75675675675676
"बेजोड़",0.333333333333333,0.25,0.444444444444444,0.2,0.5,0,0,0,0,0.000674409891345,0,4.45945945945946
"बेमिसाल",0.444444444444444,0,0.424242424242424,0.4,0.5,0,0,0,0.25,0.034927771533242,0,4.72972972972973
"निराला",0.333333333333333,0,0.424242424242424,0.2,0.5,0,0,0,0.25,0.114616377336497,0,4.56756756756757
"न्यारा",0.333333333333333,0,0.424242424242424,0.2,0.5,0,0,0.333333333333333,0.25,0.019632821281379,0,4.35135135135135
"अप्रतिम",0.444444444444444,0,0.424242424242424,0.4,0.5,0,0,0.333333333333333,0.25,0.022496981807585,0,3.27027027027027
"अजोड़",0.222222222222222,0.75,0.757575757575758,0,0.5,0,0,0,0,0,0,3.95
"अतुल",0.111111111111111,0.5,0.505050505050505,0,0.25,0,0,0,0,0.144323716747846,0,4.225
"अतुलित",0.333333333333333,0.5,0.474747474747475,0.2,0.5,0,0,0,0.25,0.001973273385787,0,3.16216216216216
"एकल",0,0,0.02020202020202,0,0,0.107142857142857,0,0,0,0.2409475042671,0,3.67567567567568
"अनुत्तम",0.444444444444444,0,0.02020202020202,0.4,0.5,0.160714285714286,0,0.333333333333333,0.25,0.00019149910495,0,3.59459459459459
"अनुपमित",0.444444444444444,0,0.424242424242424,0.4,0.5,0,0,0,0.5,2.49781441238916E-05,0,3.35135135135135
"अकेला",0.222222222222222,0,0.222222222222222,0,0.5,0.25,0,0,0.25,0.453666513169866,0,4.89189189189189
"अनूप",0.111111111111111,0,0.03030303030303,0,0.25,0.053571428571429,1,0,0,0.584730027892261,0,3.60526315789474
"अपूर्व",0.333333333333333,0.5,0.757575757575758,0.2,0.5,0,0,0.333333333333333,0,0.107960200089255,0,4.31578947368421
"अभूत",0.111111111111111,0.25,0.464646464646465,0,0.25,0,0,0,0,0.000882561092378,0,3.92105263157895
"अलबेला",0.333333333333333,0.75,1,0.2,0.5,0,0,0,0.5,0.029187892598538,0,3.94736842105263
"इक्का",0.222222222222222,1,0.111111111111111,0,0.5,0.821428571428571,0,0.333333333333333,0,0.04769160318055,0,3.73684210526316
"अनुपमा",0.333333333333333,0,0,0.2,0.5,1,0,0,0.25,0.030115315765372,0,3.45945945945946
"इकेला",0.222222222222222,0,0.222222222222222,0,0.5,0.25,0,0,0.25,3.22745732314277E-06,0,3.24324324324324
"दुर्लभ",0.333333333333333,0.5,0.545454545454545,0.4,0.25,0,0,0.333333333333333,0,0.169967944715041,0,4.62162162162162
"मुद्दा",0.5,0.666666666666667,1,0,1,1,1,0.5,0,0.207350461149092,0,4.35294117647059
"धब्बा",0.4,0.25,0.157894736842105,1,0.25,0.093023255813954,0.241379310344828,1,0.666666666666667,0.223060246058093,0,3.5
"दाग़",0.2,0.5,0.210526315789474,0,0.25,0.232558139534884,0.241379310344828,0,0.333333333333333,0.054348429367427,0,4
"दाग",0,0.5,0.210526315789474,0,0,0.232558139534884,0.241379310344828,0,0.333333333333333,0.812518788919905,0,4
"कलंक",0.2,0,0,1,0,0,0,0,0.666666666666667,0.19375061542851,0,4
"अपवाद",0.4,0.75,0.789473684210526,1,0.25,1,1,0,1,0.411418335677401,0,4
"अलोक",0.2,1,1,0,0.25,0.744186046511628,0,0,0.666666666666667,0.024621142507455,0,4.5
"उदाहरण",0.333333333333333,0.5,0.304347826086956,1,0,0.216216216216216,1,0,1,0.259763449598693,0,4
"मिसाल",0,0.25,0.130434782608696,0,0,0.135135135135135,1,0,0,0.087070499016946,0,3.83333333333333
"नमूना",0,1,1,0,0,0.432432432432432,0,0,0.5,0.081492551796615,0,4.33333333333333
"हवाला",0,1,0.565217391304348,0,0,0.918918918918919,0,0,0.5,0.120345388157391,0,4
"प्रारूप",0.666666666666667,1,1,1,0.5,1,0,1,0.5,0.013567587354305,0,3.28571428571429
"लहर",0,0.75,0.208695652173913,0.5,0,0.408163265306122,0.142857142857143,0,0.333333333333333,0.94923115174234,0,3.5
"मौज",0,0.25,0.252173913043478,0,0.333333333333333,0.163265306122449,0.017857142857143,0,0,0.34180994043662,0,4.25
"धुन",0,0.375,0.217391304347826,0,0.333333333333333,0.557823129251701,0.095238095238095,0,0,0.69730260182538,0,4.25
"स्थापना",0.571428571428571,0.333333333333333,0.282051282051282,0.333333333333333,0.6,0.296296296296296,0.006060606060606,0.5,0.5,0.651924128593028,0,5
"प्रतिष्ठान",1,1,0.641025641025641,1,0.8,0.666666666666667,1,1,1,0.052376241880167,0,3.75
"स्थापन",0.428571428571429,0,0.128205128205128,0.333333333333333,0.4,0,0.004848484848485,0.5,0.5,0.004260894232147,0,4.5
"संस्थापन",0.714285714285714,0.666666666666667,0.615384615384615,0.666666666666667,0.6,0.37037037037037,0.027878787878788,0.5,0.5,0.002824842586866,0,3.25
"संस्थापना",0.857142857142857,0.666666666666667,0.615384615384615,0.666666666666667,0.8,0.37037037037037,0.027878787878788,0.5,0.5,0.001689420420883,0,3.75
"अवस्थापन",0.714285714285714,0.666666666666667,1,0.666666666666667,0.6,0.555555555555556,0.12969696969697,0.5,1,9.26835019177049E-05,0,3.42857142857143
"आस्थापन",0.571428571428571,0.666666666666667,0.358974358974359,0.333333333333333,0.6,1,0.004848484848485,0.5,0.5,0.000108203902944,0,3.25
"गठन",0,0.333333333333333,0.153846153846154,0,0,0.037037037037037,0.027878787878788,0,0,0.067916489268943,0,3.66666666666667
"काल",0.1,0.242424242424242,0.292452830188679,0.285714285714286,0.166666666666667,0.336,0.482909090909091,0,0.166666666666667,0.298033935876463,0,4.27272727272727
"समय",0.1,0.333333333333333,0.128301886792453,0.428571428571429,0,0.376,0.436363636363636,0,0.333333333333333,0.893635489594877,0,4.58333333333333
"वक्त",0.2,0.181818181818182,0.111320754716981,0.428571428571429,0.166666666666667,0.290666666666667,0.428363636363636,0.5,0.166666666666667,0.185752423321282,0,4.41666666666667
"वक़्त",0.3,0.181818181818182,0.111320754716981,0.428571428571429,0.333333333333333,0.290666666666667,0.428363636363636,0.5,0,9.43507060769156E-05,0,4.33333333333333
"जमाना",0.3,0.090909090909091,0.154716981132075,0.428571428571429,0.333333333333333,0.197333333333333,0.405090909090909,0,0.5,0.352612547643246,0,4.64285714285714
"दिन",0.1,0.242424242424242,0.09622641509434,0.285714285714286,0.166666666666667,0.232,0.496727272727273,0,0.166666666666667,1,0,4.88888888888889
"वेला",0.2,0.060606060606061,0.1,0.285714285714286,0.333333333333333,0.101333333333333,0.441454545454546,0,0.333333333333333,0.004908573565425,0,4.27272727272727
"बेला",0.2,0.181818181818182,0.126415094339623,0.285714285714286,0.333333333333333,0.218666666666667,0.430545454545455,0,0.333333333333333,0.061203653861839,0,3.63636363636364
"अनेहा",0.3,0,0.033962264150943,0.285714285714286,0.5,0,0.402181818181818,0,0.5,0,0,4.5
"अवसर",0.2,0.090909090909091,0.1,0.428571428571429,0.166666666666667,0.149333333333333,0.429818181818182,0,0.5,0.159016768357612,0,4.14285714285714
"अर्सा",0.3,0.03030303030303,0.043396226415094,0.285714285714286,0.5,0.064,0.402181818181818,0.5,0.333333333333333,0.003172262491031,0,4.66666666666667
"देर",0.1,0.03030303030303,0.064150943396226,0.285714285714286,0.166666666666667,0.064,0.406545454545455,0,0.166666666666667,0.583808928064333,0,4.91428571428571
"अमल",0.1,0.242424242424242,0.3,0.285714285714286,0.166666666666667,0.152,0.494545454545455,0,0.333333333333333,0.090705910504301,0,3.91666666666667
"अमस",0.1,0.060606060606061,0.186792452830189,0.285714285714286,0.166666666666667,0.08,1,0,0.333333333333333,0.000215691005374,0,4.18181818181818
"समाँ",0.2,0.090909090909091,0.111320754716981,0.285714285714286,0.333333333333333,0.136,0.474181818181818,0,0.333333333333333,0.028802263191244,0,4.6
"समां",0.2,0.090909090909091,0.111320754716981,0.285714285714286,0.333333333333333,0.136,0.474181818181818,0,0.333333333333333,0.000151293219163,0,4.1
"समा",0.1,0.121212121212121,0.184905660377359,0.285714285714286,0.166666666666667,0.141333333333333,0.477818181818182,0,0.166666666666667,0.23898060067132,0,4.26666666666667
"अवकाश",0.3,0.212121212121212,0.120754716981132,0.428571428571429,0.333333333333333,0.304,0.410181818181818,0,0.5,0.133431490375059,0,4.5
"दौर",0.1,0.212121212121212,0.10188679245283,0.285714285714286,0.166666666666667,0.162666666666667,0.432727272727273,0,0.166666666666667,0.444603924045182,0,4
"दौरान",0.3,0.060606060606061,0.067924528301887,0.428571428571429,0.333333333333333,0.04,0.408727272727273,0,0.333333333333333,0.814674146507789,0,4.5
"श्राम",0.3,0.060606060606061,0.049056603773585,0.428571428571429,0.333333333333333,0.016,0.431272727272727,0.5,0.333333333333333,7.90383962883569E-06,0,4.57142857142857
"व्यक्तभुज",0.7,0,0.033962264150943,0.857142857142857,0.5,0,0.402181818181818,1,0.666666666666667,0,0,4.5
